,Record Year,Job Industry,Job Title,Experience Level,Education Level,Gender,Annual Salary,Monetary Compensation,Total Annual Salary,Age Group,Occupation Country,Occupation City,Race
3111,2021,Art & Design,Senior Graphic Designer,Legendary Level,College degree,Female,USD 47999,USD 0,USD 47999,Mid Life,United States,Denver,White
3112,2021,Computing or Tech,(Electronics) Hardware engineer,Senior Level,Some college,Female,USD 114000,USD 6000,USD 120000,Junior,Australia,Sunnyvale,White
3113,2021,"Accounting, Banking & Finance",assistant accountant,Senior Level,College degree,Female,GBP 32000,GBP 0,GBP 32000,Junior,United Kingdom,BELFAST,White
3114,2021,Retail,Front of Store Attendant,Legendary Level,College degree,Male,USD 31366,USD 0,USD 31366,Mid Life,United States,San Ramon,White
3115,2021,Library,Administrative Librarian,Veteran Level,Master's degree,Female,USD 89000,USD 0,USD 89000,Retired,Australia,Philadelphia,White
3117,2021,Government and Public Administration,Technical writer,Veteran Level,College degree,Female,USD 110000,USD 250,USD 110250,Experienced,United States,Fairfax,White
3118,2021,labour/professional organization,Communications Manager,Experienced Level,Master's degree,Female,CAD 62000,CAD 500,CAD 62500,Mid Life,Canada,Toronto,White
3119,2021,Government and Public Administration,HR Specialist,Senior Level,College degree,Female,USD 63939,USD 0,USD 63939,Junior,United States,Augusta,White
3123,2021,Education (Primary/Secondary),Library Manager,Experienced Level,Master's degree,Female,USD 72000,USD 0,USD 72000,Mid Life,United States,St Paul,White
3124,2021,Sales,Territory Manager,Legendary Level,College degree,Male,USD 33000,USD 0,USD 33000,Mid Life,United States,Duluth,White
3125,2021,Law,Commercial Counsel,Experienced Level,"Professional degree (MD, JD, etc.)",Female,USD 167000,USD 20000,USD 187000,Junior,United States,Austin,White
3126,2021,Retail,Assistant store manager,Expert Level,Some college,Other,USD 28000,USD 250,USD 28250,Experienced,Australia,Somers Point,Other or Prefer not to answer
3127,2021,Utilities & Telecommunications,Product Owner,Senior Level,"Professional degree (MD, JD, etc.)",Female,USD 95000,USD 9000,USD 104000,Junior,United States,Philadelphia,White
3128,2021,Computing or Tech,"Support Manager, North America",Legendary Level,College degree,Male,USD 77000,USD 2000,USD 79000,Mid Life,Australia,"Sacramento, CA",Other or Prefer not to answer
3129,2021,"Marketing, Advertising & PR",Marketing Manager,Experienced Level,College degree,Female,USD 72000,USD 72000,USD 144000,Mid Life,Australia,Alexandria,White
3130,2021,Religion/church,Director of Music & Worship,Senior Level,Master's degree,Female,USD 54000,USD 0,USD 54000,Mid Life,United States,Louisville,White
3131,2021,Nonprofits,Human Resources Generalist,Legendary Level,Master's degree,Female,USD 75000,USD 0,USD 75000,Mid Life,United States,"Washington, DC",Asian or Asian American
3133,2021,Law,Paralegal,Veteran Level,"Professional degree (MD, JD, etc.)",Female,EUR 60000,EUR 10000,EUR 70000,Junior,Germany,Frankfurt,White
3135,2021,Business or Consulting,Actuarial Consultant,Legendary Level,College degree,Female,USD 112000,USD 8000,USD 120000,Mid Life,United States,New York,Asian or Asian American
3137,2021,Law,Paralegal,Senior Level,College degree,Female,USD 58000,USD 0,USD 58000,Experienced,United States,Medford,White
3139,2021,Education (Primary/Secondary),School Counselor,Senior Level,Master's degree,Female,USD 40700,USD 2500,USD 43200,Experienced,United States,Indianapolis,White
3140,2021,Government and Public Administration,Legal Counsel,Expert Level,"Professional degree (MD, JD, etc.)",Female,USD 130000,USD 20000,USD 150000,Senior,United States,A very large city,White
3141,2021,"Accounting, Banking & Finance",Bookkeeper and Payroll Specialist,Senior Level,Some college,Female,CAD 104000,CAD 0,CAD 104000,Junior,Canada,"Vancouver,  BC",White
3142,2021,Government and Public Administration,Librarian,Legendary Level,Master's degree,Female,USD 57000,USD 0,USD 57000,Mid Life,Australia,Phoenix,White
3144,2021,Education (Primary/Secondary),Paraprofessional/Paraeducator,Senior Level,College degree,Female,USD 23337,USD 0,USD 23337,Experienced,United States,Butler,White
3145,2021,Utilities & Telecommunications,hydro electric operating supervisor,Expert Level,Some college,Female,CAD 120000,CAD 30000,CAD 150000,Senior,Canada,ottawa,White
3147,2021,Nonprofits,Postvention Coordinator,Experienced Level,Master's degree,Non Binary,USD 63000,USD 0,USD 63000,Mid Life,United States,Salem,White
3148,2021,Computing or Tech,Cyber Security Manager,Senior Level,College degree,Male,USD 117875,USD 10000,USD 127875,Junior,United States,"Henrico, VA",Multiracial
3149,2021,Nonprofits,Development Manager,Senior Level,Master's degree,Female,USD 65920,USD 1000,USD 66920,Junior,Australia,Nashville,White
3150,2021,Education (Higher Education),Analyst,Legendary Level,Master's degree,Female,USD 62500,USD 0,USD 62500,Mid Life,United States,Boston,White
3152,2021,Computing or Tech,Product Safety Engineer,Junior Level,College degree,Male,USD 107000,USD 8000,USD 115000,Young,United States,San Jose,Multiracial
3153,2021,Entertainment,Literary agent,Experienced Level,College degree,Female,USD 38000,USD 15000,USD 53000,Mid Life,Australia,New York City,White
3154,2021,Agriculture or Forestry,Executive Administrative Assistant,Experienced Level,College degree,Female,USD 47600,USD 5500,USD 53100,Mid Life,United States,Olathe,White
3155,2021,Computing or Tech,Senior Team Lead,Senior Level,College degree,Female,USD 152000,USD 15000,USD 167000,Junior,United States,Natick,White
3157,2021,Engineering or Manufacturing,Project Manager,Legendary Level,College degree,Female,USD 85000,USD 4000,USD 89000,Mid Life,United States,Cleveland,White
3158,2021,Nonprofits,Office & Communications Assistant,Experienced Level,College degree,Non Binary,USD 43680,USD 0,USD 43680,Mid Life,United States,Portland,White
3159,2021,Education (Higher Education),Public Records Officer,Senior Level,College degree,Female,USD 75725,USD 0,USD 75725,Junior,United States,Eugene,White
3160,2021,Nonprofits,Conferences Event Manager,Senior Level,Master's degree,Female,USD 68000,USD 1800,USD 69800,Junior,United States,District of Columbia,White
3161,2021,"Accounting, Banking & Finance",Personal banker ,Senior Level,College degree,Female,USD 42000,USD 22000,USD 64000,Junior,United States,Melbourne ,White
3162,2021,Health care,IT Director,Experienced Level,Master's degree,Female,Other 1400000,Other 100000,Other 1500000,Mid Life,Denmark,Copenhagen,White
3163,2021,Government and Public Administration,Senior Communications Specialist,Senior Level,Master's degree,Female,USD 130000,USD 2000,USD 132000,Mid Life,United States,DC,Black or African American
3165,2021,Education (Primary/Secondary),Secondary school teacher,Senior Level,Master's degree,Female,CAD 103271,CAD 0,CAD 103271,Junior,Canada,Burlington,White
3166,2021,Education (Higher Education),Librarian,Senior Level,Master's degree,Female,USD 58000,USD 0,USD 58000,Junior,United States,East Lansing,White
3169,2021,Engineering or Manufacturing,Manager of Mechanical Engineering,Senior Level,College degree,Male,USD 116000,USD 45000,USD 161000,Junior,United States,Lincoln,White
3170,2021,Business or Consulting,Senior Technology Consultant,Junior Level,College degree,Female,USD 84000,USD 8400,USD 92400,Young,United States,Atlanta,White
3172,2021,"Accounting, Banking & Finance",Vice President,Expert Level,College degree,Female,USD 106000,USD 90000,USD 196000,Senior,United States,New York,White
3173,2021,Health care,Grant Offier ,Senior Level,Some college,Male,USD 94640,USD 0,USD 94640,Junior,United States,Portland ,White
3174,2021,Engineering or Manufacturing,Senior Field Application Engineer,Senior Level,College degree,Female,USD 100597,USD 0,USD 100597,Junior,Australia,Plymouth,White
3175,2021,"Accounting, Banking & Finance",Compliance Manager,Senior Level,College degree,Female,USD 80000,USD 5000,USD 85000,Junior,United States,Tennessee,White
3176,2021,Engineering or Manufacturing,HR GENERALIST ,Expert Level,High School,Female,USD 91000,USD 4000,USD 95000,Senior,United States,Baltimore suburb ,White
3177,2021,Education (Higher Education),Talent acquisition specialist ,Senior Level,Master's degree,Female,USD 65000,USD 0,USD 65000,Mid Life,United States,Flint,White
3180,2021,"Marketing, Advertising & PR",Media Buyer,Senior Level,College degree,Female,USD 60000,USD 10000,USD 70000,Junior,United States,Philadelphia,White
3181,2021,Health care,Director of Grants Admin,Senior Level,Master's degree,Female,USD 92000,USD 0,USD 92000,Junior,United States,New York,Asian or Asian American
3182,2021,Title/Real Estate ,Operations Assistant,Senior Level,College degree,Non Binary,USD 62500,USD 2500,USD 65000,Junior,United States,McLean,White
3183,2021,Business or Consulting,Engagement Manager,Experienced Level,Master's degree,Female,USD 100000,USD 20000,USD 120000,Mid Life,United States,Reston,White
3185,2021,Health care,Senior Compliance Coordinator ,Legendary Level,PhD,Female,USD 57000,USD 0,USD 57000,Mid Life,United States,Coralville,White
3186,2021,Computing or Tech,Software Engineer,Legendary Level,Some college,Other,USD 140000,USD 20000,USD 160000,Mid Life,United States,Seattle,White
3187,2021,Computing or Tech,Senior eLearning Developer,Veteran Level,College degree,Female,USD 133000,USD 45000,USD 178000,Junior,United States,San Francisco ,White
3188,2021,Nonprofits,Executive Director,Senior Level,College degree,Female,USD 51000,USD 1000,USD 52000,Junior,United States,Bethel,White
3189,2021,Health care,Clinical Research Monitor,Experienced Level,College degree,Female,USD 73405,USD 0,USD 73405,Mid Life,United States,Boston,Black or African American
3190,2021,Computing or Tech,"Director, Professional Services",Senior Level,Master's degree,Female,USD 126500,USD 125000,USD 251500,Mid Life,United States,Milwaukee,White
3191,2021,Education (Primary/Secondary),Kindergarten teacher,Senior Level,"Professional degree (MD, JD, etc.)",Female,CAD 72000,CAD 0,CAD 72000,Junior,Canada,Ottawa,White
3192,2021,Social Work,Foster Care Specialist ,Legendary Level,Master's degree,Female,USD 43000,USD 0,USD 43000,Junior,Australia,Memphis,Black or African American
3193,2021,Media & Digital,Associate editor,Junior Level,College degree,Female,USD 40000,USD 100,USD 40100,Mid Life,United States,Minneapolis,White
3194,2021,Education (Higher Education),Senior Lecturer ,Senior Level,PhD,Female,USD 50000,USD 10000,USD 60000,Junior,United States,Detroit,White
3196,2021,Computing or Tech,"Director, Product Marketing",Veteran Level,Master's degree,Female,USD 165000,USD 20000,USD 185000,Junior,Australia,Chicago,White
3197,2021,Church ministry,Director of Faith Formation ,Expert Level,Master's degree,Female,USD 55000,USD 200,USD 55200,Senior,United States,Boston MA,White
3198,2021,"Accounting, Banking & Finance",Administrative Support ,Senior Level,Some college,Female,USD 50000,USD 8000,USD 58000,Junior,United States,Lansing,White
3199,2021,Education (Primary/Secondary),University Library Dean,Expert Level,Master's degree,Female,USD 180600,USD 0,USD 180600,Senior,Australia,"**Too small a sample size, can't share",White
3200,2021,Retail,Cashier/Clerk,Entry Level,College degree,Female,USD 18720,USD 0,USD 18720,Young,United States,Riverdale,White
3201,2021,Education (Higher Education),Business Coordinator,Senior Level,Master's degree,Female,USD 56000,USD 0,USD 56000,Mid Life,United States,Chicago,White
3202,2021,Compliance,Senior Analyst,Experienced Level,College degree,Female,USD 54313,USD 2500,USD 56813,Mid Life,United States,Portland,White
3203,2021,Business or Consulting,Manager of Healthcare Audits,Expert Level,College degree,Female,USD 90000,USD 6500,USD 96500,Senior,United States,Raleigh,White
3205,2021,Engineering or Manufacturing,Admin Asst/Tech Writer,Legendary Level,College degree,Female,USD 38000,USD 250,USD 38250,Senior,United States,Somerset,White
3206,2021,Health care,Medical office coordinator ,Veteran Level,Some college,Female,USD 43000,USD 5000,USD 48000,Experienced,United States,Abington ,White
3207,2021,Law,Lawyer,Junior Level,"Professional degree (MD, JD, etc.)",Male,USD 70000,USD 10000,USD 80000,Mid Life,Australia,South Bend,White
3208,2021,Engineering or Manufacturing,Metrologist,Expert Level,Some college,Male,USD 67500,USD 0,USD 67500,Experienced,United States,Grand Haven,White
3210,2021,Nonprofits,HR Director,Experienced Level,College degree,Female,USD 69000,USD 0,USD 69000,Junior,United States,Watsonville,White
3211,2021,Engineering or Manufacturing,Supervisory Mechanical Engineer,Senior Level,College degree,Female,USD 116000,USD 5000,USD 121000,Junior,United States,Savannah,White
3212,2021,Computing or Tech,Customer Success Manager,Experienced Level,College degree,Male,USD 65000,USD 3000,USD 68000,Mid Life,United States,Arlington,White
3213,2021,Government and Public Administration,Internal Communications Director,Veteran Level,Master's degree,Female,USD 110000,USD 2000,USD 112000,Junior,United States,Washington ,White
3214,2021,Government and Public Administration,Environmental Protection Specialist,Senior Level,Master's degree,Female,USD 95000,USD 1000,USD 96000,Junior,Australia,Charleston,White
3215,2021,Health care,A/R Analyst,Veteran Level,College degree,Female,USD 86000,USD 6000,USD 92000,Junior,United States,North Chicago,White
3216,2021,Government and Public Administration,Fiscal Analyst,Senior Level,Master's degree,Female,USD 120000,USD 0,USD 120000,Junior,Australia,Decline to provide,White
3218,2021,Business or Consulting,Environmental Planner ,Junior Level,Master's degree,Female,USD 62500,USD 3000,USD 65500,Mid Life,United States,Newark,White
3219,2021,Education (Higher Education),Research Integrity Manager,Veteran Level,College degree,Female,USD 66000,USD 0,USD 66000,Junior,United States,Prefer not to answer,White
3220,2021,Health care,Nurse practitioner,Senior Level,Master's degree,Female,USD 115000,USD 0,USD 115000,Junior,United States,"Greenfield, MA",White
3221,2021,Engineering or Manufacturing,Associate Scientist ,Experienced Level,College degree,Female,USD 47000,USD 0,USD 47000,Mid Life,United States,Ann Arbor,White
3222,2021,Education (Primary/Secondary),occupational therapist,Experienced Level,Master's degree,Female,USD 73500,USD 0,USD 73500,Junior,United States,New York City,White
3223,2021,Computing or Tech,Software Developer,Junior Level,College degree,Non Binary,USD 39520,USD 500,USD 40020,Mid Life,United States,Milwaukee Area,White
3224,2021,Government and Public Administration,Senior Policy Adviser,Legendary Level,College degree,Female,GBP 52500,GBP 0,GBP 52500,Mid Life,United Kingdom,London,White
3225,2021,Sales,Sales manager,Senior Level,Some college,Female,USD 68600,USD 4800,USD 73400,Junior,United States,Golden,White
